#timestamp meanTrustHonest meanTrustMalicious
1 0.5 0.5
2 0.697834143008321 0.3279965966183155
3 0.7194968573183718 0.29877458430449727
4 0.73374302021913 0.28753190992923455
5 0.7469654988032772 0.2602615070742743
6 0.7609036663155565 0.24872829848900344
7 0.7719377416643226 0.24634492149022189
8 0.7827962475156194 0.24500015939517922
9 0.7937044457663345 0.2394743841200033
10 0.8039737006539514 0.23123138906741508
11 0.8132392394165694 0.2228140012968326
12 0.8241369211462601 0.2205220926154166
13 0.833320623608972 0.21325402354791667
14 0.8411257193174445 0.20610564441989687
15 0.8491435999531499 0.20427018433521335
16 0.8560007217537048 0.20257007647970632
17 0.8634211427393361 0.20032816565531286
18 0.8702985051986195 0.19402051677992563
19 0.8766106741654108 0.19007982120033595
20 0.8829323888088563 0.19384637656643403
21 0.888406089369872 0.19235667511768656
22 0.8936485228236024 0.18890072240197517
23 0.8982585911147744 0.18609630816781528
24 0.902815035883996 0.18434065392853521
25 0.9064169519956139 0.1906648852325957
26 0.9102370274465059 0.20007392795065376
27 0.9136161152437858 0.19885815383694974
28 0.9165833737034171 0.19667478821656414
29 0.9197972397519747 0.19576387646461227
30 0.9225333729763269 0.20621918928143926
31 0.9249146464472183 0.2142988060616132
32 0.927111654387862 0.21114127278565198
33 0.9290712573311308 0.21188983594303903
34 0.9307220804019284 0.21996419022827327
35 0.9322630340021519 0.2257290721176982
36 0.9337135931516654 0.23277590502259876
37 0.9351666558957561 0.2374992575283706
38 0.9363248323475504 0.24177709523036428
39 0.937490432874309 0.24560803670860623
40 0.9388549788654378 0.2488315601152412
41 0.9398097467414743 0.25313470044010317
42 0.9406202872524287 0.2558009360491156
43 0.9415628160510829 0.256515697824119
44 0.942158570449583 0.2591254959180084
45 0.9428750408883332 0.259866588333226
46 0.9433052457827472 0.2616825767887493
47 0.9438622867710591 0.2635669108961619
48 0.9444087809895858 0.2664164429469826
49 0.9448639558007598 0.26807359365865235
50 0.945384248559318 0.26923190972286176
51 0.9457377299406787 0.26957462671558646
52 0.9461617590177693 0.2714543745370816
53 0.9465013857404664 0.27190326214464283
54 0.9467793946978663 0.27281746251653555
55 0.9470660475020377 0.27334884512378177
56 0.9472857986007881 0.27372059426040896
57 0.9474883791550435 0.27406627952770785
58 0.9476936560677192 0.2740325489728245
59 0.9478456649830306 0.27413525411792705
60 0.9480113231382316 0.2742947341846074
61 0.9481846285954733 0.2744721787140377
62 0.9483002588516934 0.27446721685576053
63 0.9484072628679148 0.2745997376607473
64 0.9484915761208531 0.2746477446066428
65 0.9486212376002733 0.27485947929594545
66 0.9487223309751996 0.27485874663673815
67 0.9488409995418177 0.27485794439394
68 0.9489196754224358 0.27493359821458585
69 0.9490141369277723 0.2749417464927988
70 0.9491005007695035 0.2749417863489391
71 0.9491363656712989 0.2749466863531284
72 0.9491858566483115 0.27495506879837234
73 0.9492262781984256 0.27494352927322974
74 0.9492658448313932 0.2749839464649557
75 0.9493009441314255 0.27498185186703106
76 0.9493206771707083 0.2750525660606836
77 0.949417032171029 0.27505157613105846
78 0.9494600027068852 0.27511053687780895
79 0.949489392595252 0.27506437415309265
80 0.9495259446590796 0.2750422488528518
81 0.9495541714527932 0.27509878025964907
82 0.9495908765208618 0.27505196776749363
83 0.9496261532521814 0.2750335683655053
84 0.9496487252470057 0.27502072797016536
85 0.9496433973917903 0.27511072025050853
86 0.9496428363365658 0.27512214364528675
87 0.9496447545631878 0.275147910876879
88 0.9496576550379079 0.2751404858826326
89 0.9496720611657237 0.2751544405077771
90 0.949683690152092 0.27515457914565755
91 0.9497172359147352 0.2751413476901267
92 0.949726258228393 0.275164717164638
93 0.9497249539953705 0.27517748694148403
