#timestamp meanTrustHonest meanTrustMalicious
1 0.5 0.5
2 0.7007012653609357 0.32841201762829486
3 0.7206790788131618 0.3086411980920758
4 0.7356054200427996 0.2920495139904618
5 0.7470057962042239 0.27230166805767736
6 0.7595072917301434 0.26165261504598075
7 0.7709469019518712 0.25019311356700075
8 0.7843952762942675 0.24018189933249265
9 0.793844000951367 0.23024756853249626
10 0.8030708931000939 0.21942556756268028
11 0.8128646680012742 0.21312380481190485
12 0.8229012751584058 0.2062654603069126
13 0.8320971762581151 0.1986434870205703
14 0.8408588644956391 0.1932418192348199
15 0.8489024004271872 0.1837834362986225
16 0.8573336071126908 0.1771219666366545
17 0.864436183296287 0.17087050709913995
18 0.8715313455398209 0.16305564311648627
19 0.8778507317175284 0.1586851299306135
20 0.883566282949301 0.15319170320893868
21 0.8891703167039883 0.1481337379327521
22 0.8930394836329514 0.14489500087568577
23 0.8977877156365005 0.1393054705195384
24 0.9024839077297451 0.13455178021785133
25 0.9067220187005237 0.13125453640388773
26 0.9103083898583177 0.12928614775326816
27 0.9135620461266645 0.12613169284190215
28 0.9167416106019964 0.12293754291270886
29 0.920066067503887 0.12051707824993087
30 0.9226566974469751 0.1188577932317277
31 0.9252070720539235 0.1162324356222006
32 0.9272234886446518 0.11389407589484918
33 0.9293989916348382 0.11158124948105785
34 0.9312751096031434 0.1099192646046051
35 0.932783396126232 0.10769173712034265
36 0.9345086813111424 0.1061052024888031
37 0.9359659515764838 0.10485654285683492
38 0.9372451814136045 0.10341742964563956
39 0.9382822930589069 0.10199530252225936
40 0.9391107101289249 0.10077336530436154
41 0.93998680910913 0.10030528915737687
42 0.9408635076511508 0.10001052843851434
43 0.9418935232564289 0.09980692911027851
44 0.9426057740050865 0.09976868831047446
45 0.9432160595074693 0.09923803528051435
46 0.943847319246116 0.09865680576090101
47 0.9442863838042928 0.09763261529624091
48 0.9448258717376729 0.09630283365691339
49 0.9453321923620189 0.09563996442231228
50 0.9457274743619498 0.09484720565339393
51 0.9461467350090202 0.09438601013547876
52 0.946489770863349 0.09411192434090841
53 0.9468164479763684 0.09468709318753853
54 0.9471610452171368 0.09490962099827138
55 0.947439890898378 0.09490878424211739
56 0.9476967120105105 0.09483984181271092
57 0.9479100217084152 0.09504318858733164
58 0.9481685706197579 0.09490791837830788
59 0.9483621935638673 0.09499717256766997
60 0.9485342548551562 0.09511669575415488
61 0.9486629396235126 0.09429369234847863
62 0.948833261014737 0.093546028731746
63 0.9489506544145115 0.09288393759309586
64 0.9490976196599422 0.09253606413211461
65 0.9492057546787099 0.09231875831053206
66 0.9492899000920393 0.09177925899275159
67 0.9493453374729212 0.09131018219341015
68 0.9494211061521765 0.09103427055818603
69 0.949482750151747 0.09105983475053066
70 0.9495472475449999 0.09106879159511995
71 0.9496292162808923 0.09102273436539475
72 0.9496784674259215 0.09107747711993175
73 0.9497378847941981 0.09130178570715607
74 0.9497745081024452 0.09162452795045235
75 0.9498211684476374 0.0917229516153284
76 0.9498714023381067 0.09178284981985745
77 0.949917960353604 0.09198341231436141
78 0.9499518214928422 0.09205614721926358
79 0.9499875458009981 0.09229051587212744
80 0.9499948388217561 0.09262652193401216
81 0.9500137259549466 0.09274179226820294
82 0.9500346085031192 0.09283825853995165
83 0.950042255041534 0.09279625345632088
84 0.9500507900339142 0.09283257148810685
85 0.9500660706176741 0.09300665016086772
86 0.9500886677377683 0.09278813031921179
87 0.9501148984364536 0.0920752556154874
88 0.9501283285749798 0.09152048076307913
89 0.9501339144338665 0.09139359648551452
90 0.9501482078560931 0.09144307423684174
91 0.9501431379183882 0.09127962260479572
92 0.9501369033799072 0.09082643520556583
93 0.9501448425031502 0.09068677052697016
94 0.9501614524917118 0.09045589288255441
95 0.9501759909352934 0.09072455901928682
96 0.950172563184025 0.09062676377955686
97 0.9501792541152719 0.09045962648972926
98 0.9501759527154467 0.09058234603813808
99 0.9501814571819241 0.09123099161126592
100 0.9501943304504723 0.09166544551839058
101 0.9501805884016927 0.09197528194666543
102 0.9501732609106985 0.0917552897289217
103 0.9501878713630734 0.09111067206296729
104 0.9501963725276894 0.09061921224006235
105 0.9501930104319084 0.09034403433801892
106 0.9501843465379207 0.09043005928822671
107 0.9501801308641058 0.09069944635774675
108 0.9501937552296273 0.09025107474942261
109 0.9501998186619484 0.08977982477461328
110 0.9502092475878133 0.08963069729722167
111 0.9502160629398645 0.08995539338494841
112 0.950212018312115 0.09071239781585827
113 0.9501988269849396 0.0905759419251439
114 0.9501829065151076 0.09036957519442357
115 0.9501751943793879 0.09035561068585278
116 0.9501639281668747 0.09032254894873794
117 0.9501458989621473 0.09039991642287844
118 0.9501336826661058 0.09048510223386552
119 0.9501275948909881 0.0902597091403482
120 0.9501238324261306 0.0902469810645508
121 0.9501188900558006 0.09035107060068248
122 0.9501076516608409 0.0908319312724546
123 0.9501182114865041 0.09143610234412351
124 0.9501246283788961 0.09164074437143789
125 0.9501340751750496 0.09172715408796757
126 0.9501472594286805 0.0918890753280186
127 0.9501537484293505 0.0918198198481144
128 0.9501613770184624 0.09167909042321139
129 0.9501582627608779 0.09140994171871748
130 0.950167360931151 0.09114592133948929
131 0.9501660115620039 0.09111199874455318
132 0.9501707888538311 0.09136297599670788
133 0.9501792525740856 0.09155790909785867
